ReadingID;Lines;Lon;VehicleNumber;Time;Lat;Brigade
0;119;21.115811;1000;2024-02-18 23:26:28;52.234563;5
0;119;21.1149863;1001;2024-02-19 00:29:03;52.234686;2
0;213;21.1151928;1002;2024-02-19 02:55:13;52.2345436;1
0;219;21.115238;1003;2024-02-18 23:06:16;52.234613;1
0;213;21.115441;1004;2024-02-18 23:59:10;52.234533;5
0;219;21.1153921;1005;2024-02-18 22:37:31;52.2345285;3
0;119;21.115443;1006;2024-02-18 23:51:36;52.234581;3
0;119;21.1157;1007;2024-02-19 00:17:22;52.234515;1
0;L49;21.1583603;10071;2024-02-18 23:59:27;52.4321813;1
0;L31;21.1627878;10072;2024-02-16 21:02:03;52.4320136;1
0;L49;20.8838841;10073;2024-02-17 23:13:02;52.4128651;1
0;L33;21.0348301;10074;2024-02-19 00:24:49;52.0836361;1
0;L-8;21.138933;10075;2024-02-17 17:24:35;52.3830015;M1
0;213;21.11524;1008;2024-02-18 23:33:42;52.234556;3
0;219;21.115368;1009;2024-02-18 23:41:13;52.23452;2
0;119;21.115623;1010;2024-02-19 00:16:10;52.234553;4
0;213;21.114953;1011;2024-02-14 18:50:46;52.234814;2
0;213;21.115123;1012;2024-02-18 21:10:07;52.234623;2
0;119;21.115203;1013;2024-02-18 00:22:04;52.234621;4
0;213;21.115549;1014;2024-02-18 23:58:46;52.234558;4
0;239;20.995775;1020;2024-02-16 20:24:30;52.188538;777
0;192;20.995831;1021;2024-02-16 20:00:26;52.188499;3
0;263;20.995176;1022;2024-02-17 11:56:14;52.188168;4
0;200;20.9959715;1023;2024-02-18 11:25:48;52.1885184;M2
0;108;20.9950846;1024;2024-02-19 00:37:24;52.1885376;2
0;163;20.9951702;1025;2024-02-16 19:11:51;52.1882877;03
0;339;20.995818;1026;2024-02-16 19:59:08;52.1885322;01
0;208;20.995088;1027;2024-02-18 14:15:27;52.1883721;05
0;218;20.995565;1028;2024-02-18 21:22:34;52.188148;1
0;164;20.9959922;1029;2024-02-16 19:51:16;52.1884926;04
0;192;20.9952769;1030;2024-02-18 20:20:47;52.1882111;06
0;239;20.9979997;1031;2024-02-18 22:01:21;52.186164;776
0;163;20.996054;1032;2024-02-18 22:47:51;52.188557;01
0;263;20.99789;1033;2024-02-19 00:43:23;52.185894;06
0;192;20.9960256;1034;2024-02-18 22:24:49;52.1885579;2
0;208;20.9979847;1035;2024-02-19 00:25:32;52.1860816;04
0;208;20.995893;1036;2024-02-18 21:19:32;52.188488;05
0;218;20.995748;1037;2024-02-19 00:26:30;52.188003;4
0;164;20.9951956;1038;2024-02-17 09:58:18;52.1884056;05
0;208;20.995138;1039;2024-02-18 18:19:47;52.18832;04
0;212;21.044463;1040;2024-02-18 23:08:56;52.264948;2
0;107;21.046568;1041;2024-02-15 07:45:40;52.263918;2
0;212;21.045303;1042;2024-02-18 21:09:51;52.264848;1
0;212;21.044048;1043;2024-02-17 23:22:24;52.265211;5
0;212;21.045031;1044;2024-02-17 21:33:14;52.264645;3
0;212;21.0481783;1045;2024-02-17 08:42:16;52.2641;4
0;212;21.045539;1046;2024-02-18 20:13:21;52.264761;2
0;204;21.046056;1048;2024-02-16 19:31:24;52.264749;04
0;212;21.047104;1049;2024-02-18 23:07:32;52.264128;1
0;228;20.921451;1050;2024-02-18 23:51:41;52.196845;3
0;208;20.918698;1051;2024-02-17 21:07:16;52.196878;2
0;228;20.919464;1052;2024-02-17 02:16:20;52.196943;3
0;208;20.919868;1053;2024-02-18 00:26:17;52.196629;2
0;228;20.918594;1054;2024-02-18 23:01:16;52.196768;2
0;228;20.92141;1055;2024-02-18 23:08:35;52.196871;1
0;207;20.918528;1056;2024-02-13 08:52:19;52.196728;4
0;208;20.91851;1057;2024-02-18 23:36:56;52.196786;591
0;207;20.919635;1058;2024-02-13 07:31:20;52.1969033;3
0;208;20.9214933;1059;2024-02-19 00:52:55;52.1968166;2
0;108;20.9951487;1060;2024-02-18 21:35:13;52.1884465;3
0;263;20.995293;1061;2024-02-18 21:44:49;52.187714;1
0;108;20.995491;1062;2024-02-19 01:41:51;52.188328;1
0;200;20.9952549;1063;2024-02-18 18:34:01;52.1882504;1
0;263;20.995945;1064;2024-02-19 00:50:13;52.187286;3
0;263;20.996365;1065;2024-02-19 00:22:42;52.185764;2
0;218;20.997061;1066;2024-02-19 01:14:16;52.1858246;4
0;192;20.9979929;1067;2024-02-19 00:51:45;52.1858552;M2
0;263;20.995422;1068;2024-02-19 00:13:41;52.187881;4
0;200;20.9955997;1069;2024-02-19 02:55:18;52.1884347;M2
0;107;20.9953192;1070;2024-02-18 13:00:45;52.1882697;6
0;263;20.9953586;1071;2024-02-18 22:18:56;52.1885459;5
0;218;20.997883;1072;2024-02-18 21:53:34;52.185825;3
0;200;20.9979794;1073;2024-02-18 18:49:05;52.18602;1
0;192;20.995155;1074;2024-02-18 23:48:34;52.188381;M1
0;108;20.9951434;1075;2024-02-18 18:30:58;52.1884352;5
0;218;20.9974542;1076;2024-02-19 01:07:38;52.1861824;2
0;192;20.995399;1077;2024-02-18 21:11:35;52.188267;M3
0;N37;20.997822;1078;2024-02-19 00:17:07;52.186237;399
0;108;20.9964592;1079;2024-02-19 01:11:23;52.1877327;3
0;106;21.0447535;1101;2024-02-16 19:50:36;52.2647521;09
0;173;21.0467;1102;2024-02-18 16:01:08;52.263963;10
0;178;21.047102;1106;2024-02-16 20:13:41;52.2646778;013
0;338;21.0482585;1109;2024-02-16 19:13:58;52.264106;02
0;173;21.044016;1110;2024-02-16 22:26:59;52.2651533;2
0;169;21.0444408;1112;2024-02-17 14:47:12;52.2648866;4
0;106;21.044653;1115;2024-02-16 19:40:00;52.2647691;08
0;118;21.047698;1117;2024-02-18 23:18:42;52.264654;3
0;338;21.0446538;1118;2024-02-16 18:55:22;52.2646858;05
0;123;21.043028;1119;2024-02-17 15:54:16;52.265988;5
0;L27;21.1801651;11201;2024-02-16 20:05:07;52.4221525;1
0;L43;21.179997;11202;2024-02-17 15:55:36;52.4221645;881
0;739;20.9979816;1200;2024-02-18 19:49:47;52.1862115;426
0;168;20.9956304;1201;2024-02-18 21:21:56;52.1880495;5
0;251;20.995554;1202;2024-02-19 00:04:54;52.187942;3
0;742;20.995344;1203;2024-02-19 02:55:18;52.188416;661
0;166;20.9955659;1204;2024-02-18 21:42:21;52.1880534;1
0;727;20.9979814;1205;2024-02-19 00:21:48;52.1863794;422
0;739;20.995579;1206;2024-02-19 01:02:28;52.187328;424
0;139;20.995562;1207;2024-02-18 22:26:32;52.187965;1
0;739;20.996553;1208;2024-02-19 01:42:52;52.188046;426
0;165;20.9953187;1209;2024-02-19 02:55:19;52.1884617;2
0;166;20.996275;1211;2024-02-19 01:00:05;52.185783;3
0;739;20.9953297;1212;2024-02-18 22:23:27;52.1883832;425
0;739;20.9955247;1213;2024-02-19 01:26:50;52.1876045;423
0;106;20.995724;1214;2024-02-18 23:53:53;52.188412;5
0;727;20.995546;1216;2024-02-19 01:14:43;52.188279;428
0;739;20.9958735;1217;2024-02-19 00:26:28;52.1864319;427
0;118;20.996748;1218;2024-02-19 02:50:11;52.187298;4
0;141;20.9957021;1219;2024-02-18 22:47:13;52.1880104;6
0;166;20.995306;1220;2024-02-18 17:52:47;52.188389;3
0;251;20.998133;1221;2024-02-19 00:58:32;52.188477;1
0;106;20.9973365;1222;2024-02-19 00:57:03;52.1872129;3
0;165;20.9953794;1223;2024-02-18 21:40:20;52.1883287;1
0;319;20.9967637;1224;2024-02-18 18:29:11;52.1869226;08
0;181;21.0460776;1400;2024-02-16 22:19:58;52.2647985;4
0;178;21.0441293;1401;2024-02-18 04:44:59;52.265076;012
0;319;21.11496;1411;2024-02-16 23:15:10;52.2344962;02
0;173;21.11582;1412;2024-02-19 00:30:47;52.233299;3
0;146;21.1154619;1413;2024-02-19 00:11:15;52.2331307;438
0;N72;21.2492486;1414;2024-02-19 02:55:19;52.0766394;214
0;147;21.1169496;1415;2024-02-19 00:22:00;52.2344586;441
0;N44;20.927177;1416;2024-02-19 02:55:19;52.291218;207
0;702;21.116617;1417;2024-02-19 00:12:00;52.233089;1
0;173;21.1155712;1418;2024-02-18 15:53:55;52.2331421;5
0;N72;21.1704944;1419;2024-02-19 02:55:18;52.1598102;219
0;N02;21.115158;1420;2024-02-19 02:55:18;52.234833;4
0;146;21.1174169;1421;2024-02-19 00:50:25;52.2343955;439
0;173;21.1167352;1422;2024-02-19 00:55:14;52.2330987;1
0;146;21.1175587;1424;2024-02-19 01:06:04;52.2345177;440
0;720;21.1138071;1425;2024-02-19 02:53:44;52.2349122;62
0;N72;21.017418;1426;2024-02-19 02:55:18;52.231171;215
0;N02;21.0553696;1427;2024-02-19 02:55:18;52.2750647;297
0;N72;21.1171594;1428;2024-02-18 15:20:22;52.2330319;219
0;146;21.116432;1429;2024-02-19 02:55:13;52.233109;436
0;N02;21.10778;1430;2024-02-19 02:55:19;52.233753;6
